verb,polar_or_not,polarity_summ,падеж второго аргумента в нотации pymorphy2,a0-a1_pol,fasttext_polarity,manual_polarity,cosine_distance,cosine_distance2,fasttext_polarity2,cosine_distance3,fasttext_polarity3
убить,4,0,accs,neg,0,0,-0.522383451461792,-0.4383190870285034,0,-0.5469046235084534,0
уважать,4,3,accs,pos,1,1,0.13680879771709442,0.04711128771305084,1,-0.045303016901016235,0
угнать,5,0,accs,pos,0,0,-0.31184959411621094,-0.2523055076599121,0,-0.37936484813690186,0
удаваться,3,3,0,pos,0,1,-0.012613974511623383,0.06644054502248764,1,-0.09853577613830566,0
ужесточать,2,0,accs,neg,0,0,-0.020109493285417557,0.028895070776343346,0,-0.054268140345811844,0
ужесточить,3,0,accs,neg,0,0,-0.08576426655054092,0.006976878270506859,0,-0.06951623409986496,0
уклоняться,3,0,gent,neg,0,0,-0.08124982565641403,0.12329002469778061,1,-0.2194250375032425,0
украсть,4,0,accs,pos,0,0,-0.04160350188612938,-0.08999961614608765,0,-0.2848184108734131,0
украшать,4,3,accs,pos,1,1,0.12032672762870789,0.12039706856012344,1,-0.021839510649442673,0
укреплять,4,3,accs,pos,1,1,0.19205892086029053,0.06754902750253677,1,0.06068164482712746,1
укрепляться,5,3,0,null,1,1,0.1125895082950592,0.03648177534341812,1,-0.043604299426078796,0
улучшать,4,3,accs,pos,1,1,0.1509566754102707,0.0951542928814888,1,0.06007272005081177,1
улучшаться,4,3,0,null,1,1,0.040858637541532516,0.0773262232542038,1,-0.05332653969526291,0
умирать,4,0,0,neg,0,0,-0.33785322308540344,-0.21160003542900085,0,-0.4554213285446167,0
унижать,5,0,accs,neg,0,0,-0.20878612995147705,-0.14465360343456268,0,-0.29624199867248535,0
уничтожать,2,0,accs,neg,0,0,-0.19166596233844757,-0.1668107509613037,0,-0.3214166760444641,0
упасть,4,0,0,null,0,0,-0.23071199655532837,-0.1811215728521347,0,-0.3366205096244812,0
упрекать,2,0,accs,neg,0,0,-0.11745645105838776,-0.03229401633143425,0,-0.254803329706192,0
урезать,4,0,accs,neg,0,0,-0.17224621772766113,-0.016355806961655617,0,-0.2364572286605835,0
усиливать,4,3,accs,pos,0,1,-0.005794322118163109,0.06644109636545181,1,-0.03469397500157356,0
усовершенствовать,4,3,accs,pos,1,1,0.2436685562133789,0.09216921776533127,1,0.18513983488082886,1
усугублять,3,0,accs,neg,0,0,-0.03574757277965546,0.036826636642217636,1,-0.15101590752601624,0
утерять,4,0,accs,pos,0,0,-0.11123377084732056,-0.04494094476103783,0,-0.2233583778142929,0
ухудшаться,3,0,0,null,0,0,-0.1415005624294281,-0.031194912269711494,0,-0.23853904008865356,0
ущемлять,4,0,accs,neg,0,0,-0.013768711127340794,-0.06289354711771011,0,-0.15394973754882812,0
финансировать,3,3,accs,pos,1,1,0.21608737111091614,0.1495262086391449,1,0.20850658416748047,1
хоронить,4,0,accs,pos,0,0,-0.18322694301605225,-0.1841019243001938,0,-0.33954083919525146,0
хорошеть,3,3,0,null,0,1,-0.04126663878560066,-0.00037693959893658757,0,-0.1686134785413742,0
ценить,3,3,accs,pos,1,1,0.25130078196525574,0.16415707767009735,1,0.12158185243606567,1
чаять,4,3,datv,pos,0,1,-0.019511157646775246,0.038460228592157364,1,-0.26453492045402527,0
шантажировать,3,0,accs,neg,0,0,-0.04989687725901604,-0.06832235306501389,0,-0.10852501541376114,0
шокировать,4,0,accs,neg,0,0,-0.04351278394460678,0.02686767280101776,0,-0.15253256261348724,0
штурмовать,5,0,accs,neg,0,0,-0.09536227583885193,-0.08698024600744247,0,-0.22514256834983826,0
эксплуатировать,3,0,accs,pos,1,0,0.13405270874500275,-0.06891149282455444,0,0.01869661919772625,0
